vehicle_id,route_choice,decision_reason,trip_time_seconds,wait_time_seconds,engine_shutoff_seconds,fuel_liters,co2_kg,comfort_score,num_wait_events
cars.0,west,phase1_route,323.7,69.99999999999999,64.99999999999999,20.346,46.99926,87.74333333333334,1
cars.1,west,phase1_route,340.5,55.400000000000006,50.400000000000006,22.858000000000004,52.80198000000001,89.61666666666666,1
cars.2,west,phase1_route,338.9,54.29999999999998,49.29999999999998,22.818,52.70958,89.85333333333334,1
cars.3,west,phase1_route,337.2,51.69999999999999,46.69999999999999,22.89,52.8759,90.34333333333333,1
cars.4,west,phase1_route,335.59999999999997,50.0,45.0,22.898,52.89438,90.68,1
cars.5,west,phase1_route,356.7,30.80000000000001,25.80000000000001,26.122,60.34182,93.17666666666666,1
cars.6,west,phase1_route,355.09999999999997,29.200000000000017,24.200000000000017,26.122,60.34182,93.49666666666666,1
cars.7,west,phase1_route,353.59999999999997,28.0,23.0,26.098,60.28638,93.74666666666667,1
cars.8,west,phase1_route,352.0,26.899999999999977,21.899999999999977,26.058000000000003,60.19398000000001,93.98333333333333,1
cars.9,west,phase1_route,350.59999999999997,25.599999999999994,20.599999999999994,26.05,60.1755,94.24666666666667,1
cars.10,west,phase1_route,349.0,0.0,0.0,27.92,64.49520000000001,98.56666666666666,0
cars.11,west,phase1_route,347.29999999999995,0.0,0.0,27.783999999999995,64.18104,98.62333333333333,0
cars.12,west,phase1_route,345.59999999999997,0.0,0.0,27.647999999999996,63.866879999999995,98.68,0
cars.13,west,phase1_route,343.79999999999995,0.0,0.0,27.503999999999998,63.53424,98.74,0
cars.14,west,phase1_route,342.29999999999995,0.0,0.0,27.383999999999997,63.257039999999996,98.79,0
cars.15,west,phase1_route,341.0,0.0,0.0,27.28,63.0168,98.83333333333333,0
cars.16,west,phase1_route,339.9,0.0,0.0,27.192,62.813520000000004,98.87,0
cars.17,west,phase1_route,338.4,0.0,0.0,27.072,62.536319999999996,98.92,0
