distance_remaining,train_length,last_speed,speed_change,time_01,time_12,avg_speed_01,avg_speed_12,speed_0,speed_1,accel_01,accel_12,accel_trend,predicted_crossing_speed,eta_actual,etd_actual,eta_physics,etd_physics,scenario,run_id
500,250,38.18,13.129999999999999,17.5,14.200000000000003,28.571428571428573,35.21126760563379,25.05,32.38,0.418857142857143,0.40845070422535185,-0.010406438631791137,43.52901393694803,12.199999999999996,17.9,13.095861707700367,19.64379256155055,slow,22
500,200,50.0,6.090000000000003,10.3,10.0,48.543689320388346,50.0,43.91,49.95,0.5864077669902918,0.004999999999999716,-0.5814077669902922,50.0,10.0,14.0,10.0,14.0,accelerating,23
500,150,45.61,5.939999999999998,12.200000000000001,11.3,40.983606557377044,44.24778761061947,39.67,42.76,0.25327868852458985,0.2522123893805311,-0.0010662991440587577,48.374880392244364,10.600000000000001,13.699999999999996,10.962508221881167,14.251260688445516,decelerating,24
500,150,49.92,2.780000000000001,10.0,10.0,50.0,50.0,47.14,49.98,0.28399999999999964,-0.005999999999999517,-0.28999999999999915,49.859903846153856,10.000000000000004,13.000000000000004,10.01602564102564,13.020833333333332,accelerating,25
500,200,49.97,7.049999999999997,10.399999999999999,10.0,48.07692307692308,50.0,42.92,49.99,0.6798076923076924,-0.0020000000000003127,-0.6818076923076928,49.94998799279567,10.0,14.0,10.006003602161297,14.008405043025816,accelerating,26
500,100,49.96,12.090000000000003,12.1,10.500000000000004,41.32231404958678,47.619047619047606,37.87,44.67,0.5619834710743805,0.5038095238095236,-0.05817394726485692,50.0,10.0,12.0,10.0080064051241,12.009607686148918,moderate,27
500,200,49.99,3.289999999999999,10.4,10.100000000000001,48.07692307692307,49.5049504950495,46.7,49.01,0.22211538461538413,0.09702970297029741,-0.1250856816450867,50.0,10.0,14.0,10.002000400080016,14.002800560112021,fast,28
500,250,36.86,8.989999999999998,16.5,14.399999999999999,30.303030303030305,34.72222222222223,27.87,32.7,0.29272727272727284,0.2888888888888887,-0.0038383838383841407,40.77873153674564,12.899999999999999,19.0,13.564839934888768,20.347259902333153,slow,29
500,100,40.48,10.849999999999998,15.3,13.2,32.6797385620915,37.87878787878788,29.63,35.47,0.38169934640522873,0.3795454545454544,-0.002153891859774326,45.168061444484366,11.700000000000003,13.899999999999999,12.351778656126482,14.82213438735178,slow,30
500,200,49.98,5.68,10.899999999999999,10.100000000000001,45.87155963302753,49.5049504950495,44.3,47.73,0.3146788990825688,0.22277227722772275,-0.09190662185484605,50.0,10.0,14.0,10.004001600640256,14.00560224089636,fast,31
500,150,49.98,3.769999999999996,10.200000000000001,10.0,49.01960784313725,50.0,46.21,49.97,0.3686274509803919,0.000999999999999801,-0.3676274509803921,49.99000400160064,9.999999999999996,12.999999999999996,10.004001600640256,13.005202080832333,fast,32
500,100,47.67,9.11,12.200000000000001,10.999999999999996,40.983606557377044,45.45454545454547,38.56,43.35,0.392622950819672,0.39272727272727287,0.00010432190760084614,50.0,10.100000000000001,12.100000000000001,10.488777008600797,12.586532410320956,moderate,33
500,150,42.84,10.170000000000002,14.2,12.3,35.21126760563381,40.65040650406504,32.67,38.19,0.38873239436619694,0.3780487804878053,-0.010683613878391618,47.25233403930679,11.100000000000001,14.299999999999997,11.671335200746965,15.172735760971054,slow,34
500,150,50.0,10.399999999999999,10.900000000000002,10.0,45.871559633027516,50.0,39.6,49.95,0.9495412844036697,0.004999999999999716,-0.94454128440367,50.0,10.0,13.0,10.0,13.0,accelerating,35
500,250,49.99,5.899999999999999,10.700000000000001,10.0,46.72897196261682,50.0,44.09,49.03,0.46168224299065397,0.09600000000000009,-0.3656822429906539,50.0,10.0,15.100000000000001,10.002000400080016,15.003000600120023,decelerating,36
500,200,49.98,5.769999999999996,10.700000000000001,10.099999999999998,46.72897196261682,49.50495049504951,44.21,48.63,0.41308411214953283,0.13366336633663312,-0.2794207458128997,50.0,10.0,14.0,10.004001600640256,14.00560224089636,fast,37
500,200,49.97,10.64,10.999999999999998,10.0,45.45454545454546,50.0,39.33,49.95,0.965454545454546,0.001999999999999602,-0.9634545454545465,49.99001200720432,10.0,14.0,10.006003602161297,14.008405043025816,accelerating,38
500,250,34.94,8.179999999999996,17.200000000000003,15.199999999999996,29.06976744186046,32.894736842105274,26.76,31.15,0.25523255813953466,0.24934210526315792,-0.005890452876376739,38.50814689844244,13.600000000000001,20.0,14.310246136233545,21.465369204350317,slow,39
500,150,49.95,5.160000000000004,10.399999999999999,10.0,48.07692307692308,50.0,44.79,49.96,0.49711538461538485,-0.000999999999999801,-0.4981153846153846,49.939989989989996,10.0,13.0,10.01001001001001,13.013013013013012,moderate,40
500,100,49.97,9.280000000000001,11.2,10.000000000000004,44.642857142857146,49.999999999999986,40.69,48.78,0.7223214285714289,0.11899999999999973,-0.6033214285714291,50.0,10.0,12.0,10.006003602161297,12.007204322593557,moderate,41
500,250,49.95,10.720000000000006,11.0,10.0,45.45454545454545,50.0,39.23,49.99,0.9781818181818186,-0.003999999999999915,-0.9821818181818185,49.90995995995996,10.000000000000004,15.000000000000004,10.01001001001001,15.015015015015015,accelerating,42
500,200,49.99,2.8700000000000045,10.200000000000001,10.0,49.01960784313725,50.0,47.12,49.98,0.280392156862745,0.0010000000000005115,-0.2793921568627445,50.0,9.999999999999996,13.999999999999996,10.002000400080016,14.002800560112021,decelerating,43
500,250,45.51,12.600000000000001,13.8,11.700000000000003,36.231884057971016,42.735042735042725,32.91,39.69,0.491304347826087,0.49743589743589733,0.006131549609810327,50.0,10.399999999999999,15.399999999999999,10.986596352450011,16.47989452867502,slow,44
500,150,49.99,2.8500000000000014,10.299999999999999,10.100000000000001,48.54368932038835,49.5049504950495,47.14,49.74,0.2524271844660196,0.02475247524752475,-0.22767470921849484,50.0,10.0,13.0,10.002000400080016,13.00260052010402,fast,45
500,100,49.99,5.520000000000003,10.299999999999999,10.0,48.54368932038835,50.0,44.47,49.96,0.5330097087378644,0.0030000000000001137,-0.5300097087378642,50.0,10.0,12.0,10.002000400080016,12.00240048009602,accelerating,46
500,200,48.15,7.609999999999999,11.8,10.7,42.3728813559322,46.728971962616825,40.54,44.53,0.33813559322033915,0.3383177570093456,0.0001821637890064287,50.0,10.099999999999998,14.099999999999998,10.384215991692628,14.537902388369679,decelerating,47
500,100,49.97,7.6299999999999955,11.1,10.100000000000001,45.04504504504504,49.5049504950495,42.34,47.79,0.49099099099099064,0.21584158415841578,-0.2751494068325748,50.0,9.999999999999996,11.999999999999996,10.006003602161297,12.007204322593557,decelerating,48
500,250,49.95,10.650000000000006,10.799999999999999,10.0,46.2962962962963,50.0,39.3,49.99,0.9898148148148154,-0.003999999999999915,-0.9938148148148153,49.90995995995996,10.000000000000004,15.000000000000004,10.01001001001001,15.015015015015015,accelerating,49
500,150,49.98,2.3399999999999963,10.100000000000001,10.0,49.5049504950495,50.0,47.64,49.99,0.23267326732673277,-0.0010000000000005115,-0.23367326732673327,49.96999599839935,9.999999999999996,12.999999999999996,10.004001600640256,13.005202080832333,fast,50
500,100,49.98,4.6399999999999935,10.4,10.0,48.07692307692307,50.0,45.34,49.97,0.4451923076923072,0.000999999999999801,-0.44419230769230744,49.99000400160064,9.999999999999996,11.999999999999996,10.004001600640256,12.004801920768308,decelerating,51
500,100,49.98,1.6799999999999997,10.0,10.0,50.0,50.0,48.3,49.99,0.16900000000000048,-0.0010000000000005115,-0.17000000000000098,49.96999599839935,10.000000000000004,12.000000000000004,10.004001600640256,12.004801920768308,fast,52
500,250,43.22,12.259999999999998,14.600000000000001,12.400000000000002,34.24657534246575,40.32258064516128,30.96,37.6,0.4547945205479452,0.45322580645161265,-0.0015687140963325796,48.46324162947261,10.899999999999999,16.0,11.568718186024988,17.353077279037482,slow,53
500,250,49.96,11.060000000000002,11.0,10.0,45.45454545454545,50.0,38.9,49.94,1.0036363636363637,0.0020000000000003127,-1.0016363636363634,49.98001601281025,9.999999999999996,14.999999999999996,10.0080064051241,15.01200960768615,accelerating,54
500,200,49.98,0.1699999999999946,10.0,10.0,50.0,50.0,49.81,49.98,0.01699999999999946,0.0,-0.01699999999999946,49.98,10.000000000000004,14.000000000000004,10.004001600640256,14.00560224089636,fast,55
500,250,40.42,6.690000000000005,14.100000000000001,12.900000000000002,35.46099290780141,38.75968992248061,33.73,37.21,0.24680851063829812,0.2488372093023256,0.002028698664027495,43.498144598000074,11.899999999999999,17.599999999999994,12.370113805047007,18.555170707570507,slow,56
500,200,49.99,5.420000000000002,10.9,10.099999999999998,45.87155963302752,49.50495049504951,44.57,47.69,0.2862385321100915,0.2277227722772282,-0.05851575983286328,50.0,10.0,14.100000000000001,10.002000400080016,14.002800560112021,fast,57
500,200,49.98,7.559999999999995,11.200000000000001,10.2,44.64285714285714,49.01960784313726,42.42,47.02,0.4107142857142858,0.29019607843137196,-0.12051820728291385,50.0,9.999999999999996,13.999999999999996,10.004001600640256,14.00560224089636,moderate,58
500,250,48.88,12.370000000000005,12.5,10.899999999999999,40.0,45.87155963302753,36.51,43.12,0.5287999999999999,0.5284403669724776,-0.0003596330275222881,50.0,10.000000000000004,15.000000000000004,10.2291325695581,15.343698854337152,moderate,59
500,150,49.98,4.709999999999994,10.400000000000002,10.0,48.076923076923066,50.0,45.27,49.99,0.4538461538461536,-0.0010000000000005115,-0.4548461538461541,49.96999599839935,10.0,13.0,10.004001600640256,13.005202080832333,fast,60
500,150,49.95,4.630000000000003,10.299999999999999,10.0,48.54368932038835,50.0,45.32,49.99,0.4533980582524274,-0.003999999999999915,-0.4573980582524273,49.90995995995996,10.000000000000004,13.000000000000004,10.01001001001001,13.013013013013012,moderate,61
500,150,49.99,2.6400000000000006,10.299999999999999,10.0,48.54368932038835,50.0,47.35,49.98,0.2553398058252423,0.0010000000000005115,-0.2543398058252418,50.0,10.0,13.0,10.002000400080016,13.00260052010402,fast,62
500,250,49.93,8.329999999999998,10.600000000000001,10.0,47.16981132075471,50.0,41.6,49.99,0.7915094339622641,-0.006000000000000227,-0.7975094339622644,49.86991588223513,9.999999999999996,14.999999999999996,10.01401962747847,15.021029441217705,accelerating,63
500,150,41.34,10.820000000000004,15.0,12.899999999999999,33.333333333333336,38.759689922480625,30.52,36.4,0.39199999999999996,0.38294573643410895,-0.009054263565891008,45.97166105991908,11.5,14.700000000000003,12.094823415578132,15.723270440251572,slow,64
500,150,44.58,9.93,13.399999999999999,11.8,37.3134328358209,42.3728813559322,34.65,39.96,0.39626865671641814,0.3915254237288133,-0.004743232987604817,48.97126765061478,10.799999999999997,13.799999999999997,11.215791834903545,14.580529385374607,moderate,65
500,250,37.67,12.020000000000003,17.299999999999997,14.300000000000004,28.90173410404625,34.96503496503495,25.65,32.29,0.3838150289017342,0.3762237762237763,-0.007591252677957905,42.66367900482846,12.5,18.199999999999996,13.273161667109104,19.909742500663658,slow,66
500,250,49.94,10.329999999999998,10.9,10.0,45.87155963302752,50.0,39.61,49.99,0.9522935779816516,-0.005000000000000426,-0.957293577981652,49.88993992791349,10.0,15.0,10.012014417300762,15.018021625951143,accelerating,67
500,250,43.36,11.82,14.399999999999999,12.300000000000004,34.72222222222223,40.650406504065025,31.54,37.87,0.43958333333333327,0.44634146341463415,0.006758130081300884,48.50692646926469,10.899999999999999,16.0,11.531365313653136,17.297047970479706,slow,68
500,250,49.99,11.11,11.5,10.0,43.47826086956522,50.0,38.88,47.99,0.7921739130434782,0.2,-0.5921739130434782,50.0,10.0,15.0,10.002000400080016,15.003000600120023,moderate,69
500,200,44.32,9.869999999999997,13.5,11.900000000000002,37.03703703703704,42.01680672268907,34.45,39.68,0.3874074074074072,0.3899159663865546,0.002508558979147424,48.71887146194218,10.799999999999997,14.899999999999999,11.28158844765343,15.794223826714802,moderate,70
500,200,50.0,2.8500000000000014,10.3,10.0,48.543689320388346,50.0,47.15,49.66,0.2436893203883493,0.03400000000000034,-0.20968932038834898,50.0,10.099999999999998,14.099999999999998,10.0,14.0,fast,71
500,100,47.4,10.030000000000001,12.5,11.100000000000001,40.0,45.045045045045036,37.37,42.68,0.4248000000000002,0.42522522522522505,0.00042522522522486783,50.0,10.199999999999996,12.199999999999996,10.548523206751055,12.658227848101266,moderate,72
500,100,49.98,4.589999999999996,10.5,10.0,47.61904761904762,50.0,45.39,49.74,0.4142857142857144,0.023999999999999487,-0.39028571428571496,50.0,9.999999999999996,11.999999999999996,10.004001600640256,12.004801920768308,decelerating,73
500,100,49.34,6.950000000000003,11.399999999999999,10.5,43.85964912280702,47.61904761904762,42.39,46.01,0.31754385964912263,0.31714285714285767,-0.00040100250626495804,50.0,10.000000000000004,12.000000000000004,10.133765707336845,12.160518848804214,decelerating,74
500,150,50.0,5.119999999999997,10.8,10.2,46.29629629629629,49.01960784313726,44.88,47.66,0.25740740740740686,0.2294117647058827,-0.02799564270152416,50.0,10.100000000000001,13.100000000000001,10.0,13.0,fast,75
500,100,49.96,9.5,10.799999999999999,10.000000000000004,46.2962962962963,49.999999999999986,40.46,49.93,0.8768518518518519,0.003000000000000113,-0.8738518518518518,49.990024019215376,10.099999999999994,12.099999999999994,10.0080064051241,12.009607686148918,accelerating,76
500,150,50.0,9.590000000000003,10.799999999999999,10.0,46.2962962962963,50.0,40.41,49.99,0.8870370370370376,0.000999999999999801,-0.8860370370370378,50.0,10.000000000000004,13.000000000000004,10.0,13.0,accelerating,77
500,200,50.0,3.9299999999999997,10.5,10.0,47.61904761904762,50.0,46.07,49.43,0.31999999999999995,0.05700000000000003,-0.2629999999999999,50.0,10.000000000000004,14.000000000000004,10.0,14.0,decelerating,78
500,250,49.98,10.399999999999999,11.5,10.099999999999998,43.47826086956522,49.50495049504951,39.58,47.1,0.6539130434782612,0.28514851485148474,-0.36876452862677644,50.0,10.0,15.0,10.004001600640256,15.006002400960385,moderate,79
500,250,49.96,14.36,12.6,10.5,39.682539682539684,47.61904761904762,35.6,44.17,0.6801587301587302,0.5514285714285714,-0.1287301587301588,50.0,10.000000000000004,15.000000000000004,10.0080064051241,15.01200960768615,moderate,80
500,200,49.95,8.920000000000002,10.6,10.0,47.16981132075472,50.0,41.03,49.92,0.838679245283019,0.0030000000000001137,-0.8356792452830188,49.980030030030036,10.099999999999998,14.099999999999998,10.01001001001001,14.014014014014013,accelerating,81
500,150,43.62,8.64,13.4,12.0,37.3134328358209,41.666666666666664,34.98,39.55,0.341044776119403,0.33916666666666667,-0.0018781094527363096,47.50774262570686,11.0,14.200000000000003,11.462631820265933,14.901421366345714,slow,82
500,150,34.08,8.129999999999999,17.799999999999997,15.5,28.089887640449444,32.25806451612903,25.95,30.34,0.24662921348314615,0.24129032258064506,-0.005338890902501087,37.62005754959866,14.0,17.900000000000006,14.671361502347418,19.072769953051644,slow,83
500,250,49.97,10.75,11.900000000000002,10.5,42.01680672268907,47.61904761904762,39.22,44.96,0.48235294117647065,0.477142857142857,-0.005210084033613671,50.0,10.0,15.0,10.006003602161297,15.009005403241945,decelerating,84
500,100,49.99,4.3700000000000045,10.7,10.2,46.728971962616825,49.01960784313726,45.62,48.1,0.23177570093457983,0.1852941176470589,-0.046481583287520944,50.0,10.0,12.0,10.002000400080016,12.00240048009602,decelerating,85
500,250,49.97,9.18,10.700000000000001,10.0,46.72897196261682,50.0,40.79,49.94,0.8551401869158877,0.0030000000000001137,-0.8521401869158876,50.0,10.0,15.0,10.006003602161297,15.009005403241945,accelerating,86
500,100,49.99,4.580000000000005,10.2,10.0,49.01960784313726,50.0,45.41,49.95,0.4450980392156869,0.003999999999999915,-0.441098039215687,50.0,10.0,12.0,10.002000400080016,12.00240048009602,accelerating,87
500,250,49.98,2.979999999999997,10.2,10.0,49.01960784313726,50.0,47.0,50.0,0.29411764705882354,-0.0020000000000003127,-0.2961176470588239,49.95999199679871,10.000000000000004,15.000000000000004,10.004001600640256,15.006002400960385,fast,88
500,250,49.96,12.46,12.0,10.3,41.666666666666664,48.543689320388346,37.5,45.66,0.6799999999999997,0.4174757281553402,-0.26252427184465954,50.0,10.0,15.0,10.0080064051241,15.01200960768615,moderate,89
500,200,49.99,8.79,11.400000000000002,10.2,43.85964912280701,49.01960784313726,41.2,46.64,0.47719298245614006,0.3284313725490198,-0.14876160990712028,50.0,9.999999999999996,13.999999999999996,10.002000400080016,14.002800560112021,decelerating,90
500,100,49.99,3.0700000000000003,10.299999999999999,10.0,48.54368932038835,50.0,46.92,49.98,0.2970873786407763,0.0010000000000005115,-0.2960873786407758,50.0,10.000000000000004,12.000000000000004,10.002000400080016,12.00240048009602,fast,91
500,100,49.99,2.6700000000000017,10.2,10.0,49.01960784313726,50.0,47.32,49.99,0.2617647058823531,0.0,-0.2617647058823531,49.99,10.0,12.0,10.002000400080016,12.00240048009602,decelerating,92
500,250,35.33,10.629999999999999,18.1,15.199999999999996,27.62430939226519,32.894736842105274,24.7,30.52,0.32154696132596683,0.31644736842105264,-0.005099592904914185,39.8084512938162,13.300000000000004,19.5,14.152278516841212,21.228417775261818,slow,93
500,200,49.92,7.490000000000002,10.399999999999999,10.0,48.07692307692308,50.0,42.43,49.98,0.7259615384615383,-0.005999999999999517,-0.7319615384615379,49.859903846153856,10.000000000000004,14.000000000000004,10.01602564102564,14.022435897435898,accelerating,94
500,200,49.97,9.299999999999997,10.7,10.0,46.728971962616825,50.0,40.67,49.98,0.8700934579439248,-0.000999999999999801,-0.8710934579439246,49.95999399639784,10.0,14.0,10.006003602161297,14.008405043025816,accelerating,95
500,150,49.99,4.270000000000003,10.4,10.0,48.07692307692307,50.0,45.72,50.0,0.41153846153846163,-0.000999999999999801,-0.4125384615384614,49.979997999599924,10.0,13.0,10.002000400080016,13.00260052010402,fast,96
500,150,49.98,7.619999999999997,10.7,10.0,46.728971962616825,50.0,42.36,49.97,0.711214953271028,0.000999999999999801,-0.7102149532710282,49.99000400160064,10.0,13.0,10.004001600640256,13.005202080832333,moderate,97
500,150,49.96,4.579999999999998,10.200000000000001,10.0,49.01960784313725,50.0,45.38,49.96,0.44901960784313705,0.0,-0.44901960784313705,49.96,9.999999999999996,12.999999999999996,10.0080064051241,13.010408326661329,accelerating,98
500,150,48.98,8.29,11.7,10.600000000000001,42.73504273504274,47.16981132075471,40.69,45.02,0.37008547008547055,0.3735849056603767,0.0034994355749061734,50.0,10.099999999999998,13.099999999999998,10.208248264597795,13.270722743977135,decelerating,99
500,100,49.9,6.670000000000002,11.200000000000001,10.3,44.64285714285714,48.543689320388346,43.23,46.69,0.3089285714285715,0.3116504854368933,0.0027219140083217797,50.0,10.0,12.0,10.02004008016032,12.024048096192384,decelerating,100
500,100,49.99,0.25,10.0,10.0,50.0,50.0,49.74,49.98,0.023999999999999487,0.0010000000000005115,-0.022999999999998976,50.0,9.999999999999996,11.999999999999996,10.002000400080016,12.00240048009602,fast,101
500,250,49.96,10.93,10.9,10.0,45.87155963302752,50.0,39.03,49.93,0.9999999999999999,0.0030000000000001137,-0.9969999999999998,49.990024019215376,9.999999999999996,14.999999999999996,10.0080064051241,15.01200960768615,accelerating,102
500,100,37.93,9.809999999999999,16.2,14.100000000000001,30.8641975308642,35.46099290780141,28.12,33.41,0.32654320987654295,0.320567375886525,-0.0059758339900179425,42.155776112398165,12.5,14.799999999999997,13.182177695755339,15.818613234906406,slow,103
500,250,49.97,8.159999999999997,11.3,10.2,44.24778761061947,49.01960784313726,41.81,46.77,0.4389380530973452,0.31372549019607804,-0.12521256290126714,50.0,10.000000000000004,15.000000000000004,10.006003602161297,15.009005403241945,decelerating,104
500,250,49.98,3.8899999999999935,10.3,9.999999999999998,48.543689320388346,50.00000000000001,46.09,49.97,0.3766990291262131,0.0009999999999998012,-0.37569902912621334,49.99000400160064,10.0,15.0,10.004001600640256,15.006002400960385,decelerating,105
500,150,50.0,4.289999999999999,10.6,10.0,47.16981132075472,50.0,45.71,49.18,0.32735849056603766,0.08200000000000003,-0.24535849056603765,50.0,10.0,13.0,10.0,13.0,fast,106
500,100,49.99,3.280000000000001,10.399999999999999,10.100000000000001,48.07692307692308,49.5049504950495,46.71,49.08,0.22788461538461516,0.09009900990099046,-0.1377856054836247,50.0,9.999999999999996,11.999999999999996,10.002000400080016,12.00240048009602,decelerating,107
500,250,49.97,10.64,11.7,10.3,42.73504273504274,48.543689320388346,39.33,46.01,0.5709401709401709,0.38446601941747577,-0.18647415152269514,50.0,10.000000000000004,15.000000000000004,10.006003602161297,15.009005403241945,decelerating,108
500,100,38.73,7.009999999999998,14.9,13.499999999999996,33.557046979865774,37.037037037037045,31.72,35.43,0.24899328859060407,0.2444444444444443,-0.004548844146159775,41.885750638322286,12.400000000000006,14.800000000000004,12.909888974954816,15.49186676994578,slow,109
500,100,49.98,1.009999999999998,10.000000000000002,10.0,49.99999999999999,50.0,48.97,49.99,0.1020000000000003,-0.0010000000000005115,-0.10300000000000081,49.96999599839935,10.0,12.0,10.004001600640256,12.004801920768308,fast,110
500,250,42.76,14.29,15.400000000000002,12.699999999999996,32.467532467532465,39.370078740157496,28.47,36.39,0.5142857142857143,0.5015748031496062,-0.012710911136108116,48.62500003682888,11.0,16.0,11.693171188026193,17.53975678203929,slow,111
500,250,49.93,12.280000000000001,11.299999999999999,10.0,44.247787610619476,50.0,37.65,49.93,1.0867256637168143,0.0,-1.0867256637168143,49.93,10.0,15.0,10.01401962747847,15.021029441217705,accelerating,112
500,250,48.32,12.18,12.7,11.0,39.37007874015748,45.45454545454545,36.14,42.65,0.5125984251968503,0.5154545454545456,0.002856120257695327,50.0,10.100000000000001,15.100000000000001,10.347682119205299,15.521523178807946,moderate,113
500,250,42.17,10.440000000000001,14.499999999999998,12.600000000000001,34.48275862068966,39.68253968253968,31.73,37.29,0.3834482758620689,0.3873015873015875,0.0038533114395185586,46.7621459248469,11.200000000000003,16.5,11.856770215793217,17.785155323689825,slow,114
500,100,49.99,5.399999999999999,10.8,10.2,46.29629629629629,49.01960784313726,44.59,47.64,0.2824074074074071,0.23039215686274525,-0.052015250544661856,50.0,9.999999999999996,11.999999999999996,10.002000400080016,12.00240048009602,decelerating,115
500,150,49.96,9.200000000000003,11.200000000000001,10.099999999999998,44.64285714285714,49.50495049504951,40.76,48.29,0.6723214285714286,0.16534653465346555,-0.506974893917963,50.0,10.000000000000004,13.000000000000004,10.0080064051241,13.010408326661329,moderate,116
500,150,50.0,10.060000000000002,11.8,10.399999999999999,42.3728813559322,48.07692307692308,39.94,45.35,0.4584745762711867,0.4471153846153845,-0.011359191655802181,50.0,10.0,13.0,10.0,13.0,moderate,117
