vehicle_id,route,trip_time,wait_time
cars.194,west,304.79999999999995,0.0
cars.195,west,314.79999999999995,0.0
cars.196,west,379.0,0.0
cars.197,west,399.79999999999995,88.79999999999995
cars.198,west,398.19999999999993,88.80000000000007
cars.199,west,408.0,87.70000000000005
cars.200,west,406.4,87.70000000000005
cars.201,west,405.0,87.60000000000002
cars.202,west,403.29999999999995,87.59999999999991
cars.203,west,401.6,87.39999999999998
cars.204,west,399.79999999999995,87.89999999999998
cars.205,west,398.19999999999993,88.70000000000005
cars.206,west,396.6,88.79999999999995
cars.207,west,395.1,88.79999999999995
cars.208,west,393.5,88.69999999999993
cars.209,west,391.9,88.20000000000005
cars.210,west,390.19999999999993,0.0
cars.211,west,388.6,0.0
cars.212,west,387.1,0.0
cars.213,west,385.4,0.0
cars.214,west,395.30000000000007,0.0
cars.215,west,393.69999999999993,0.0
cars.216,west,392.1,0.0
cars.217,west,390.4,0.0
cars.218,west,388.6,0.0
cars.219,west,387.4,0.0
cars.220,west,385.80000000000007,0.0
cars.221,west,384.1,0.0
cars.222,west,387.9999999999999,0.0
cars.223,west,386.4,0.0
cars.224,west,384.69999999999993,0.0
cars.225,west,383.1,0.0
cars.226,west,381.4,0.0
cars.227,west,379.6,0.0
cars.228,west,377.9,0.0
cars.229,west,376.4999999999999,0.0
cars.230,west,374.80000000000007,0.0
cars.231,west,373.1,0.0
cars.232,west,371.80000000000007,0.0
cars.233,west,370.1,0.0
cars.234,west,369.1,0.0
cars.235,west,367.4999999999999,0.0
cars.236,west,365.80000000000007,0.0
cars.237,west,365.9999999999999,0.0
cars.238,west,364.4,0.0
cars.239,west,362.6,0.0
cars.240,west,361.19999999999993,0.0
cars.241,west,359.6,0.0
cars.242,west,357.9999999999999,0.0
cars.243,west,356.4,0.0
cars.244,west,354.80000000000007,0.0
cars.245,west,353.19999999999993,0.0
cars.246,west,351.69999999999993,0.0
cars.247,west,350.1,0.0
cars.248,west,348.4,0.0
cars.249,west,346.69999999999993,0.0
cars.250,west,346.80000000000007,0.0
cars.251,west,354.6,0.0
cars.252,west,352.9999999999999,0.0
cars.253,west,351.30000000000007,0.0
cars.254,west,351.9,0.0
cars.255,west,387.30000000000007,0.0
cars.256,west,385.69999999999993,0.0
cars.257,west,384.1,0.0
cars.258,west,382.30000000000007,0.0
cars.259,west,380.9999999999999,0.0
cars.260,west,379.9999999999999,0.0
cars.261,west,378.4,0.0
cars.262,west,376.69999999999993,0.0
cars.263,west,374.9999999999999,0.0
cars.264,west,373.30000000000007,0.0
cars.265,west,371.6,0.0
cars.266,west,369.9999999999999,0.0
cars.267,west,368.4999999999999,0.0
cars.268,west,366.9,0.0
cars.269,west,365.19999999999993,0.0
cars.270,west,363.6,0.0
cars.271,west,362.4999999999999,0.0
cars.272,west,360.9,0.0
cars.273,west,359.19999999999993,0.0
cars.274,west,357.9999999999999,0.0
cars.275,west,356.4,0.0
cars.276,west,354.9999999999999,0.0
cars.277,west,353.30000000000007,0.0
cars.278,west,351.69999999999993,0.0
cars.279,west,350.1,0.0
cars.280,west,348.4,0.0
cars.281,west,346.69999999999993,0.0
cars.282,west,345.30000000000007,0.0
cars.283,west,343.69999999999993,0.0
cars.284,west,351.1,0.0
cars.285,west,349.4999999999999,0.0
cars.286,west,347.80000000000007,0.0
cars.287,west,346.19999999999993,0.0
cars.288,west,344.6,0.0
cars.289,west,342.80000000000007,0.0
cars.290,west,341.19999999999993,0.0
cars.291,west,339.6,0.0
cars.292,west,337.9,0.0
cars.293,west,336.19999999999993,0.0
cars.294,west,334.4999999999999,0.0
cars.295,west,333.1,0.0
cars.296,west,331.4999999999999,0.0
cars.297,west,329.9,0.0
cars.298,west,328.30000000000007,0.0
cars.299,west,326.6,0.0
cars.300,west,324.9999999999999,0.0
cars.301,west,323.69999999999993,0.0
cars.302,west,322.1,0.0
cars.303,west,320.4999999999999,0.0
cars.304,west,318.9,0.0
cars.305,west,317.4,0.0
cars.306,west,375.80000000000007,0.0
cars.307,west,383.1,88.59999999999991
cars.308,west,381.6,88.79999999999995
cars.309,west,379.9,88.79999999999995
cars.310,west,390.69999999999993,88.79999999999995
cars.311,west,388.9999999999999,88.70000000000005
cars.312,west,387.30000000000007,88.79999999999995
cars.313,west,385.6,88.60000000000014
cars.314,west,383.9,88.5
cars.315,west,382.19999999999993,88.40000000000009
cars.316,west,380.4999999999999,88.20000000000005
cars.317,west,379.4,87.70000000000005
cars.318,west,377.80000000000007,87.70000000000005
cars.319,west,375.9999999999999,88.40000000000009
cars.320,west,374.30000000000007,88.59999999999991
cars.321,west,385.1,76.59999999999991
cars.322,west,385.6,73.40000000000009
cars.323,west,392.69999999999993,64.0
cars.324,west,391.1,0.0
cars.325,west,389.4,0.0
cars.326,west,387.9,0.0
cars.327,west,386.30000000000007,0.0
cars.328,west,384.6,0.0
cars.329,west,383.19999999999993,0.0
cars.330,west,381.6,0.0
cars.331,west,379.9999999999999,0.0
cars.332,west,378.30000000000007,0.0
cars.333,west,376.9,0.0
cars.334,west,375.19999999999993,0.0
cars.335,west,374.1,0.0
cars.336,west,372.4999999999999,0.0
cars.337,west,370.80000000000007,0.0
cars.338,west,369.30000000000007,0.0
cars.339,west,367.6,0.0
cars.340,west,365.9,0.0
cars.341,west,369.69999999999993,0.0
cars.342,west,368.10000000000014,0.0
cars.343,west,366.5,0.0
cars.344,west,364.9000000000001,0.0
cars.345,west,363.4000000000001,0.0
cars.346,west,361.70000000000005,0.0
cars.347,west,372.3000000000002,0.0
cars.348,west,370.70000000000005,0.0
cars.349,west,369.10000000000014,0.0
cars.350,west,367.5,0.0
cars.351,west,370.4000000000001,0.0
cars.352,west,368.8000000000002,0.0
cars.353,west,367.0,0.0
cars.354,west,365.4000000000001,0.0
cars.355,west,363.70000000000005,0.0
cars.356,west,362.20000000000005,0.0
cars.357,west,360.60000000000014,0.0
cars.358,west,358.9000000000001,0.0
cars.359,west,358.10000000000014,0.0
cars.360,west,356.5,0.0
cars.361,west,354.9000000000001,0.0
cars.362,west,353.20000000000005,0.0
cars.363,west,351.8000000000002,0.0
cars.364,west,350.20000000000005,0.0
cars.365,west,348.5,0.0
cars.366,west,346.70000000000005,0.0
cars.367,west,345.3000000000002,0.0
cars.368,west,343.60000000000014,0.0
cars.369,west,342.0,0.0
cars.370,west,340.3000000000002,0.0
cars.371,west,339.20000000000005,0.0
cars.372,west,337.5,0.0
cars.373,west,336.3000000000002,0.0
cars.374,west,334.8000000000002,0.0
cars.375,west,350.10000000000014,0.0
cars.376,west,348.5,0.0
cars.377,west,346.70000000000005,0.0
cars.378,west,345.20000000000005,0.0
cars.379,west,344.0,0.0
cars.380,west,342.5,0.0
cars.381,west,340.9000000000001,0.0
cars.382,west,339.5,0.0
cars.383,west,337.9000000000001,0.0
cars.384,west,336.20000000000005,0.0
cars.385,west,334.4000000000001,0.0
cars.386,west,332.9000000000001,0.0
cars.387,west,331.70000000000005,0.0
cars.388,west,330.0,0.0
cars.389,west,328.5,0.0
cars.390,west,326.9000000000001,0.0
cars.391,west,325.10000000000014,0.0
cars.392,west,323.60000000000014,0.0
cars.393,west,321.9000000000001,0.0
cars.394,west,320.20000000000005,0.0
cars.395,west,318.4000000000001,0.0
cars.396,west,317.20000000000005,0.0
cars.397,west,315.5,0.0
cars.398,west,313.8000000000002,0.0
cars.399,west,312.20000000000005,0.0
cars.400,west,310.9000000000001,0.0
cars.401,west,309.3000000000002,0.0
cars.402,west,307.60000000000014,0.0
cars.403,west,306.0,0.0
cars.404,west,304.3000000000002,0.0
cars.405,west,303.20000000000005,0.0
cars.406,west,301.60000000000014,0.0
cars.407,west,312.0,0.0
cars.408,west,310.4000000000001,0.0
cars.409,west,308.70000000000005,0.0
cars.410,west,307.0,0.0
cars.411,west,305.5,0.0
cars.412,west,303.9000000000001,0.0
cars.413,west,325.9000000000001,0.0
cars.414,west,324.3000000000002,0.0
cars.415,west,377.3000000000002,0.0
cars.416,west,375.70000000000005,88.10000000000014
cars.417,west,374.10000000000014,88.70000000000005
cars.418,west,391.4000000000001,88.60000000000014
cars.419,west,389.70000000000005,88.5
cars.420,west,388.3000000000002,88.20000000000005
cars.421,west,386.60000000000014,88.0
cars.422,west,385.10000000000014,87.59999999999991
cars.423,west,383.5,87.20000000000005
cars.424,west,381.9000000000001,87.20000000000005
cars.425,west,393.5,88.40000000000009
cars.426,west,391.9000000000001,88.79999999999995
cars.427,west,390.20000000000005,88.70000000000005
cars.428,west,388.70000000000005,88.60000000000014
cars.429,west,387.0,88.39999999999986
cars.430,west,385.20000000000005,85.79999999999995
cars.431,west,396.70000000000005,0.0
cars.432,west,395.10000000000014,0.0
cars.433,west,393.3000000000002,0.0
cars.434,west,408.70000000000005,0.0
cars.435,west,407.10000000000014,0.0
cars.436,west,405.5,0.0
cars.437,west,403.8000000000002,0.0
cars.438,west,402.10000000000014,0.0
cars.439,west,400.60000000000014,0.0
cars.440,west,399.10000000000014,0.0
cars.441,west,397.5,0.0
cars.442,west,395.8000000000002,0.0
cars.443,west,394.0,0.0
cars.444,west,392.60000000000014,0.0
cars.445,west,391.0,0.0
cars.446,west,389.4000000000001,0.0
cars.447,west,387.70000000000005,0.0
cars.448,west,386.8000000000002,0.0
cars.449,west,385.20000000000005,0.0
cars.450,west,383.4000000000001,0.0
cars.451,west,382.20000000000005,0.0
cars.452,west,380.60000000000014,0.0
cars.453,west,379.0,0.0
cars.454,west,377.8000000000002,0.0
cars.455,west,376.3000000000002,0.0
cars.456,west,374.70000000000005,0.0
cars.457,west,372.9000000000001,0.0
cars.458,west,381.70000000000005,0.0
cars.459,west,386.8000000000002,0.0
cars.460,west,385.20000000000005,0.0
cars.461,west,383.60000000000014,0.0
cars.462,west,381.9000000000001,0.0
cars.463,west,380.10000000000014,0.0
cars.464,west,378.3000000000002,0.0
cars.465,west,376.70000000000005,0.0
cars.466,west,375.10000000000014,0.0
cars.467,west,373.5,0.0
cars.468,west,371.8000000000002,0.0
cars.469,west,371.0,0.0
cars.470,west,369.4000000000001,0.0
cars.471,west,367.8000000000002,0.0
cars.472,west,366.20000000000005,0.0
cars.473,west,364.5,0.0
cars.474,west,362.8000000000002,0.0
cars.475,west,361.4000000000001,0.0
cars.476,west,359.8000000000002,0.0
cars.477,west,358.20000000000005,0.0
cars.478,west,357.20000000000005,0.0
cars.479,west,355.60000000000014,0.0
cars.480,west,354.0,0.0
cars.481,west,352.3000000000002,0.0
cars.482,west,350.60000000000014,0.0
cars.483,west,349.10000000000014,0.0
cars.484,west,347.5,0.0
