vehicle_id,route,trip_time,wait_time
cars.0,east,250.70000000000002,0
cars.1,east,280.9,0
cars.2,east,279.29999999999995,0
cars.3,east,277.59999999999997,0
cars.4,east,276.0,0
cars.5,east,315.5,0
cars.6,east,313.9,0
cars.7,east,312.4,0
cars.8,east,310.79999999999995,0
cars.9,east,309.5,0
cars.10,east,307.79999999999995,0
cars.11,east,306.09999999999997,0
cars.12,east,304.4,0
cars.13,east,302.7,0
cars.14,east,301.2,0
cars.15,east,299.9,0
cars.16,east,300.7,0
cars.17,east,299.09999999999997,0
cars.18,east,297.59999999999997,0
cars.19,east,295.9,0
cars.20,east,294.29999999999995,0
cars.21,east,292.59999999999997,0
cars.22,east,291.1,0
cars.23,east,295.6,0
cars.24,east,317.4,0
cars.25,east,315.79999999999995,0
cars.26,east,314.20000000000005,0
cars.27,east,312.6,0
cars.28,east,310.9,0
cars.29,east,309.4,0
cars.30,east,307.79999999999995,0
cars.31,east,306.0,0
cars.32,east,304.5,0
cars.33,east,302.79999999999995,0
cars.34,east,301.20000000000005,0
cars.35,east,299.6,0
cars.36,east,298.1,0
cars.37,east,296.4,0
cars.38,east,294.70000000000005,0
cars.39,east,294.20000000000005,0
cars.40,east,292.5,0
cars.41,east,291.0,0
cars.42,east,289.29999999999995,0
cars.43,east,287.70000000000005,0
cars.44,east,286.0,0
cars.45,east,284.29999999999995,0
cars.46,east,282.9,0
cars.47,east,292.0,0
cars.48,east,299.5,0
cars.49,east,308.79999999999995,0
cars.50,east,308.20000000000005,0
cars.51,east,306.6,0
cars.52,east,304.9,0
cars.53,east,303.20000000000005,0
cars.54,east,301.6,0
cars.55,east,300.0,0
cars.56,east,298.9,0
cars.57,east,297.29999999999995,0
cars.58,east,295.6,0
cars.59,east,294.1,0
cars.60,east,292.4,0
cars.61,east,290.70000000000005,0
cars.62,east,289.1,0
cars.63,east,287.6,0
cars.64,east,286.29999999999995,0
cars.65,east,297.70000000000005,0
cars.66,east,296.1,0
cars.67,east,294.6,0
cars.68,east,292.9,0
cars.69,east,291.29999999999995,0
cars.70,east,289.6,0
cars.71,east,288.1,0
cars.72,east,286.70000000000005,0
cars.73,east,285.1,0
cars.74,east,283.6,0
cars.75,east,282.0,0
cars.76,east,280.29999999999995,0
cars.77,east,278.79999999999995,0
cars.78,east,277.20000000000005,0
cars.79,east,275.5,0
cars.80,east,273.9,0
cars.81,east,272.4,0
cars.82,east,270.79999999999995,0
cars.83,east,273.9,0
cars.84,east,272.29999999999995,0
cars.85,east,271.9,0
cars.86,east,270.29999999999995,0
cars.87,east,268.69999999999993,0
cars.88,east,267.1,0
cars.89,east,265.5,0
cars.90,east,264.4,0
cars.91,east,294.9,0
cars.92,east,314.5,0
cars.93,east,312.9,0
cars.94,east,311.19999999999993,0
cars.95,east,309.5,0
cars.96,east,307.9,0
cars.97,east,306.6,0
cars.98,east,305.0,0
cars.99,east,303.19999999999993,0
cars.100,east,301.5,0
cars.101,east,300.19999999999993,0
cars.102,east,298.6,0
cars.103,east,297.1,0
cars.104,east,296.4,0
cars.105,east,294.79999999999995,0
cars.106,east,293.19999999999993,0
cars.107,east,291.5,0
cars.108,east,289.79999999999995,0
cars.109,east,288.5,0
cars.110,east,287.19999999999993,0
cars.111,east,303.29999999999995,0
cars.112,east,301.69999999999993,0
cars.113,east,300.0,0
cars.114,east,298.29999999999995,0
cars.115,east,297.0,0
cars.116,east,295.29999999999995,0
cars.117,east,293.69999999999993,0
cars.118,east,292.1,0
cars.119,east,290.4,0
cars.120,east,289.1,0
cars.121,east,287.4,0
cars.122,east,285.79999999999995,0
cars.123,east,284.19999999999993,0
cars.124,east,282.5,0
cars.125,east,280.79999999999995,0
cars.126,east,279.29999999999995,0
cars.127,east,318.79999999999995,0
cars.128,east,317.19999999999993,0
cars.129,east,315.5,0
cars.130,east,313.79999999999995,0
cars.131,east,312.1,0
cars.132,east,310.6,0
cars.133,east,308.9,0
cars.134,east,307.19999999999993,0
cars.135,east,305.69999999999993,0
cars.136,east,304.0,0
cars.137,east,302.4,0
cars.138,east,300.79999999999995,0
cars.139,east,299.4,0
cars.140,east,297.79999999999995,0
cars.141,east,296.0,0
cars.142,east,294.9,0
cars.143,east,293.19999999999993,0
cars.144,east,356.0,0
cars.145,east,354.4,0
cars.146,east,352.79999999999995,0
cars.147,east,351.1,0
cars.148,east,349.4,0
cars.149,east,347.69999999999993,0
cars.150,east,346.1,0
cars.151,east,344.4,0
cars.152,east,342.69999999999993,0
cars.153,east,341.29999999999995,0
cars.154,east,339.69999999999993,0
cars.155,east,337.9,0
cars.156,east,336.1,0
cars.157,east,334.5,0
cars.158,east,333.5,0
cars.159,east,331.9,0
cars.160,east,330.69999999999993,0
cars.161,east,329.1,0
cars.162,east,327.4,0
cars.163,east,325.69999999999993,0
cars.164,east,324.0,0
cars.165,east,322.79999999999995,0
cars.166,east,321.19999999999993,0
cars.167,east,319.5,0
cars.168,east,318.0,0
cars.169,east,316.5,0
cars.170,east,314.9,0
cars.171,east,313.69999999999993,0
cars.172,east,312.19999999999993,0
cars.173,east,310.6,0
cars.174,east,309.0,0
cars.175,east,307.6,0
cars.176,east,305.9,0
cars.177,east,304.19999999999993,0
cars.178,east,302.5,0
cars.179,east,300.9,0
cars.180,east,299.19999999999993,0
cars.181,east,297.6,0
cars.182,east,296.0,0
cars.183,east,294.4,0
cars.184,east,293.29999999999995,0
cars.185,east,292.1,0
cars.186,east,290.4,0
cars.187,east,294.9,0
cars.188,east,293.29999999999995,0
cars.189,east,291.69999999999993,0
cars.190,east,292.6,0
cars.191,east,291.0,0
cars.192,east,289.4,0
cars.193,east,287.69999999999993,0
cars.194,east,286.1,0
cars.195,east,312.0,0
cars.196,east,310.4,0
cars.197,east,308.9,0
cars.198,east,307.29999999999995,0
cars.199,east,316.6,0
cars.200,east,315.0,0
cars.201,east,313.5,0
cars.202,east,311.79999999999995,0
cars.203,east,310.1,0
cars.204,east,308.4,0
cars.205,east,306.69999999999993,0
cars.206,east,305.1,0
cars.207,east,303.6,0
cars.208,east,302.1,0
cars.209,east,300.5,0
cars.210,east,298.79999999999995,0
cars.211,east,297.19999999999993,0
cars.212,east,295.6,0
cars.213,east,293.9,0
cars.214,east,314.69999999999993,0
cars.215,east,313.1,0
cars.216,east,311.5,0
cars.217,east,309.79999999999995,0
cars.218,east,308.0,0
cars.219,east,306.79999999999995,0
cars.220,east,305.19999999999993,0
cars.221,east,303.5,0
cars.222,east,313.79999999999995,0
cars.223,east,312.19999999999993,0
cars.224,east,310.5,0
cars.225,east,308.9,0
cars.226,east,307.19999999999993,0
cars.227,east,305.4,0
cars.228,east,303.69999999999993,0
cars.229,east,302.29999999999995,0
cars.230,east,300.6,0
cars.231,east,298.9,0
cars.232,east,297.6,0
cars.233,east,295.9,0
cars.234,east,294.9,0
cars.235,east,293.29999999999995,0
cars.236,east,291.6,0
cars.237,east,297.29999999999995,0
cars.238,east,295.69999999999993,0
cars.239,east,293.9,0
cars.240,east,292.5,0
cars.241,east,290.9,0
cars.242,east,289.29999999999995,0
cars.243,east,287.69999999999993,0
cars.244,east,286.1,0
cars.245,east,284.5,0
cars.246,east,283.0,0
cars.247,east,281.4,0
cars.248,east,279.69999999999993,0
cars.249,east,277.9999999999999,0
cars.250,east,282.4999999999999,0
cars.251,east,299.4,0
cars.252,east,297.80000000000007,0
cars.253,east,296.19999999999993,0
cars.254,east,298.9999999999999,0
cars.255,east,367.80000000000007,0
cars.256,east,366.30000000000007,0
cars.257,east,364.4999999999999,0
cars.258,east,362.80000000000007,0
cars.259,east,361.4999999999999,0
cars.260,east,360.4999999999999,0
cars.261,east,358.9,0
cars.262,east,357.19999999999993,0
cars.263,east,355.4999999999999,0
cars.264,east,353.80000000000007,0
cars.265,east,352.19999999999993,0
cars.266,east,350.4999999999999,0
cars.267,east,349.1,0
cars.268,east,347.4,0
cars.269,east,345.69999999999993,0
cars.270,east,344.19999999999993,0
cars.271,east,342.9999999999999,0
cars.272,east,341.4,0
cars.273,east,339.69999999999993,0
cars.274,east,338.6,0
cars.275,east,336.9,0
cars.276,east,335.4999999999999,0
cars.277,east,333.9,0
cars.278,east,332.19999999999993,0
cars.279,east,330.6,0
cars.280,east,328.9999999999999,0
cars.281,east,327.30000000000007,0
cars.282,east,325.9,0
cars.283,east,324.19999999999993,0
cars.284,east,344.80000000000007,0
cars.285,east,343.19999999999993,0
cars.286,east,341.4999999999999,0
cars.287,east,339.9999999999999,0
cars.288,east,338.4,0
cars.289,east,336.6,0
cars.290,east,334.9999999999999,0
cars.291,east,333.4,0
cars.292,east,331.69999999999993,0
cars.293,east,329.9,0
cars.294,east,328.30000000000007,0
cars.295,east,326.9,0
cars.296,east,325.30000000000007,0
cars.297,east,323.69999999999993,0
cars.298,east,322.1,0
cars.299,east,320.4,0
cars.300,east,318.69999999999993,0
cars.301,east,317.4999999999999,0
cars.302,east,315.9,0
cars.303,east,314.30000000000007,0
cars.304,east,312.69999999999993,0
cars.305,east,311.19999999999993,0
cars.306,east,309.6,0
cars.307,east,307.9999999999999,0
cars.308,east,306.4,0
cars.309,east,304.80000000000007,0
cars.310,east,303.9,0
cars.311,east,302.19999999999993,0
cars.312,east,300.4999999999999,0
cars.313,east,298.80000000000007,0
cars.314,east,296.9999999999999,0
cars.315,east,295.30000000000007,0
cars.316,east,293.6,0
cars.317,east,292.6,0
cars.318,east,290.9,0
cars.319,east,289.19999999999993,0
cars.320,east,287.4,0
cars.321,east,300.69999999999993,0
cars.322,east,303.19999999999993,0
cars.323,east,317.9,0
cars.324,east,316.30000000000007,0
cars.325,east,314.6,0
cars.326,east,313.1,0
cars.327,east,311.4999999999999,0
cars.328,east,309.80000000000007,0
cars.329,east,308.4999999999999,0
cars.330,east,306.9,0
cars.331,east,305.19999999999993,0
cars.332,east,303.6,0
cars.333,east,302.1,0
cars.334,east,300.4999999999999,0
cars.335,east,299.30000000000007,0
cars.336,east,297.69999999999993,0
cars.337,east,295.9999999999999,0
cars.338,east,294.4999999999999,0
cars.339,east,292.80000000000007,0
cars.340,east,291.1,0
cars.341,east,303.9999999999999,0
cars.342,east,302.4000000000001,0
cars.343,east,300.8000000000002,0
cars.344,east,299.20000000000005,0
cars.345,east,297.70000000000005,0
cars.346,east,296.0,0
cars.347,east,318.8000000000002,0
cars.348,east,317.20000000000005,0
cars.349,east,315.60000000000014,0
cars.350,east,314.0,0
cars.351,east,321.4000000000001,0
cars.352,east,319.8000000000002,0
cars.353,east,318.10000000000014,0
cars.354,east,316.5,0
cars.355,east,314.8000000000002,0
cars.356,east,313.3000000000002,0
cars.357,east,311.70000000000005,0
cars.358,east,310.0,0
cars.359,east,309.20000000000005,0
cars.360,east,307.5,0
cars.361,east,305.9000000000001,0
cars.362,east,304.20000000000005,0
cars.363,east,302.9000000000001,0
cars.364,east,301.3000000000002,0
cars.365,east,299.60000000000014,0
cars.366,east,297.8000000000002,0
cars.367,east,296.3000000000002,0
cars.368,east,294.60000000000014,0
cars.369,east,293.10000000000014,0
cars.370,east,291.4000000000001,0
cars.371,east,290.20000000000005,0
