vehicle_id,first_seen,total_fuel_liters,total_co2_kg,total_wait_time_seconds
f_north_eb.15,180.1,20.002999999998686,46.20692999999788,0.30000000000000004
f_north_wb.15,180.1,20.786999999998407,48.01796999999814,43.50000000000035
f_south_eb.15,180.1,20.282999999998655,46.85372999999777,0.30000000000000004
f_south_wb.15,180.1,19.001999999998795,43.89461999999829,0.2
f_east_ns.4,192.1,1.306000000000001,3.0168599999999945,0.2
f_east_sn.4,192.1,1.266000000000001,2.9244599999999954,0.2
f_north_eb.16,192.1,19.763999999998543,45.65483999999848,38.00000000000027
f_north_wb.16,192.1,20.744999999998463,47.920949999998,32.100000000000186
f_south_eb.16,192.1,20.06199999999852,46.343219999998325,35.80000000000024
f_south_wb.16,192.1,20.927999999998452,48.34367999999789,29.60000000000015
f_west_ns.4,192.1,1.203000000000001,2.778929999999997,0.30000000000000004
f_west_sn.4,192.1,1.323000000000001,3.0561299999999942,0.30000000000000004
f_north_eb.17,204.1,20.286999999998475,46.8629699999983,40.70000000000031
f_north_wb.17,204.1,20.014999999998498,46.23464999999843,42.30000000000033
f_south_eb.17,204.1,20.10399999999849,46.44023999999839,41.60000000000032
f_south_wb.17,204.1,22.547999999998286,52.08587999999719,26.80000000000011
f_north_eb.18,216.1,23.99799999999822,55.43537999999631,5.399999999999997
f_north_wb.18,216.1,21.96799999999839,50.746079999997306,17.59999999999998
f_south_eb.18,216.1,19.724999999998563,45.564749999998455,34.900000000000226
f_south_wb.18,216.1,21.888999999998372,50.563589999997426,24.100000000000072
f_north_eb.19,228.1,23.25399999999831,53.71673999999659,3.800000000000002
f_north_wb.19,228.1,22.198999999998424,51.27968999999704,4.699999999999999
f_south_eb.19,228.1,19.463999999998627,44.961839999998446,26.400000000000105
f_south_wb.19,228.1,21.14499999999846,48.84494999999771,22.50000000000005
f_east_sn.5,240.1,1.282000000000001,2.961419999999995,0.2
f_north_eb.20,240.1,22.488999999998402,51.94958999999689,2.500000000000001
f_north_wb.20,240.1,21.658999999998503,50.032289999997204,0.30000000000000004
f_south_eb.20,240.1,20.908999999998585,48.29978999999751,0.5
f_south_wb.20,240.1,21.86699999999848,50.51276999999712,0.30000000000000004
f_west_ns.5,240.1,1.9599999999999882,4.527600000000007,24.00000000000007
f_west_sn.5,240.1,1.885999999999992,4.356660000000004,24.60000000000008
f_east_ns.5,240.5,1.298000000000001,2.9983799999999947,0.2
f_north_eb.21,252.1,21.793999999998487,50.34413999999715,0.2
f_north_wb.21,252.1,20.817999999998595,48.08957999999755,0.2
f_south_eb.21,252.1,21.034999999998572,48.59084999999746,0.30000000000000004
f_south_wb.21,252.1,23.34299999999812,53.9223299999971,44.700000000000365
f_north_eb.22,264.1,20.93799999999858,48.3667799999975,0.2
f_north_wb.22,264.1,19.969999999998688,46.130699999997894,0.2
f_south_eb.22,264.1,20.193999999998663,46.6481399999978,0.2
f_south_wb.22,264.1,22.8169999999982,52.70726999999726,40.1000000000003
f_north_eb.23,276.1,20.06699999999868,46.354769999997856,0.30000000000000004
f_north_wb.23,276.1,20.32399999999847,46.948439999998286,40.400000000000304
f_south_eb.23,276.1,20.576999999998453,47.532869999998155,38.50000000000028
f_south_wb.23,276.1,22.079999999998286,51.00479999999754,38.400000000000276
f_east_ns.6,288.1,1.282000000000001,2.961419999999995,0.2
f_east_sn.6,288.1,1.4670000000000012,3.388769999999991,0.30000000000000004
f_north_eb.24,288.1,21.53799999999834,49.75277999999777,39.40000000000029
f_north_wb.24,288.1,19.692999999998555,45.490829999998496,37.30000000000026
f_south_eb.24,288.1,20.323999999998517,46.94843999999814,30.000000000000156
f_south_wb.24,288.1,21.734999999998358,50.20784999999758,31.100000000000172
f_west_sn.6,288.1,1.211000000000001,2.7974099999999966,0.30000000000000004
f_west_ns.6,291.5,1.258000000000001,2.9059799999999956,0.2
f_north_eb.25,300.1,20.892999999998427,48.262829999998,36.50000000000025
f_north_wb.25,300.1,20.18799999999851,46.63427999999826,34.800000000000225
f_south_eb.25,300.1,19.824999999998543,45.79574999999844,36.900000000000254
f_south_wb.25,300.1,20.220999999998483,46.71050999999832,40.500000000000306
f_north_eb.26,312.1,21.417999999998454,49.47557999999752,16.99999999999997
f_north_wb.26,312.1,20.07499999999857,46.37324999999817,24.300000000000075
f_south_eb.26,312.1,19.165999999998625,44.27345999999867,34.200000000000216
f_south_wb.26,312.1,20.695999999998513,47.80775999999788,21.600000000000037
f_north_eb.27,324.1,20.681999999998542,47.7754199999978,15.399999999999961
f_north_wb.27,324.1,20.16599999999862,46.583459999997956,10.999999999999977
f_south_eb.27,324.1,20.274999999998613,46.8352499999979,9.89999999999998
f_south_wb.27,324.1,21.171999999998537,48.907319999997455,4.4
f_east_ns.7,336.1,1.4030000000000011,3.2409299999999925,0.30000000000000004
f_east_sn.7,336.1,1.291000000000001,2.982209999999995,0.30000000000000004
f_north_eb.28,336.1,20.21699999999862,46.70126999999792,9.699999999999982
f_north_wb.28,336.1,19.421999999998707,44.86481999999824,9.399999999999983
f_south_eb.28,336.1,20.850999999998592,48.165809999997535,0.30000000000000004
f_south_wb.28,336.1,20.428999999998627,47.19098999999774,2.9000000000000012
f_west_ns.7,336.1,1.6100000000000012,3.719099999999988,0.2
f_west_sn.7,336.1,1.203000000000001,2.778929999999997,0.30000000000000004
f_north_eb.29,348.1,20.210999999998663,46.6874099999978,0.30000000000000004
f_north_wb.29,348.1,19.218999999998772,44.395889999998204,0.30000000000000004
f_south_eb.29,348.1,20.289999999998653,46.86989999999776,0.2
f_south_wb.29,348.1,19.762999999998712,45.65252999999798,0.30000000000000004
f_north_eb.30,360.1,19.361999999998755,44.72621999999814,0.2
f_north_wb.30,360.1,21.824999999998326,50.41574999999761,36.10000000000024
f_south_eb.30,360.1,19.441999999998746,44.91101999999811,0.2
f_south_wb.30,360.1,18.913999999998804,43.69133999999833,0.2
f_north_eb.31,372.1,18.49899999999885,42.7326899999985,0.30000000000000004
f_north_wb.31,372.1,21.17199999999841,48.90731999999784,33.2000000000002
f_south_eb.31,372.1,22.254999999998255,51.40904999999751,41.50000000000032
f_south_wb.31,372.1,18.0579999999989,41.71397999999868,0.2
f_east_ns.8,384.1,1.299000000000001,3.0006899999999948,0.30000000000000004
f_north_eb.32,384.1,22.834999999998264,52.74884999999705,25.100000000000087
f_north_wb.32,384.1,20.553999999998492,47.479739999998046,29.800000000000153
f_south_eb.32,384.1,21.672999999998336,50.06462999999769,37.700000000000266
f_south_wb.32,384.1,18.299999999998715,42.27299999999905,35.600000000000236
f_west_ns.8,387.7,1.258000000000001,2.9059799999999956,0.2
f_west_sn.8,388.4,1.3790000000000011,3.185489999999993,0.30000000000000004
f_east_sn.8,389.5,1.283000000000001,2.963729999999995,0.30000000000000004
f_north_eb.33,396.1,22.175999999998346,51.226559999997285,22.40000000000005
f_north_wb.33,396.1,21.417999999998436,49.47557999999758,21.00000000000003
f_south_eb.33,396.1,20.99899999999842,48.507689999997936,35.10000000000023
f_south_wb.33,396.1,22.316999999998362,51.55226999999714,15.69999999999996
f_north_eb.34,408.1,22.714999999998376,52.4716499999968,2.700000000000001
f_north_wb.34,408.1,20.75799999999852,47.950979999997806,18.19999999999999
f_south_eb.34,408.1,21.811999999998434,50.38571999999729,11.599999999999975
f_south_wb.34,408.1,22.19799999999842,51.277379999997045,5.399999999999997
f_north_eb.35,420.1,21.99999999999846,50.819999999997066,0.7999999999999999
f_north_wb.35,420.1,20.721999999998577,47.86781999999767,6.5999999999999925
f_south_eb.35,420.1,21.074999999998525,48.68324999999757,9.89999999999998
f_south_wb.35,420.1,21.46099999999851,49.574909999997324,3.700000000000002
f_east_ns.9,432.1,1.8529999999999938,4.280430000000002,21.300000000000033
f_east_sn.9,432.1,1.9399999999999922,4.481400000000004,21.20000000000003
f_north_eb.36,432.1,21.185999999998554,48.939659999997396,0.2
f_north_wb.36,432.1,20.32199999999865,46.94381999999775,0.2
f_south_eb.36,432.1,20.898999999998587,48.276689999997515,0.30000000000000004
f_south_wb.36,432.1,20.842999999998593,48.14732999999754,0.30000000000000004
f_west_ns.9,432.1,1.8100000000000014,4.1810999999999945,12.199999999999973
f_west_sn.9,432.1,1.8340000000000014,4.236539999999995,12.199999999999973
f_north_eb.37,444.1,20.345999999998647,46.99925999999774,0.2
f_north_wb.37,444.1,20.114999999998673,46.46564999999784,0.30000000000000004
f_south_eb.37,444.1,22.42899999999825,51.81098999999739,38.10000000000027
f_south_wb.37,444.1,21.854999999998295,50.48504999999768,42.30000000000033
f_north_eb.38,456.1,19.482999999998743,45.005729999998096,0.30000000000000004
f_north_wb.38,456.1,19.266999999998767,44.506769999998184,0.30000000000000004
f_south_eb.38,456.1,21.769999999998333,50.288699999997625,35.40000000000023
f_south_wb.38,456.1,23.921999999998086,55.25981999999677,37.80000000000027
f_north_eb.39,468.1,19.79999999999857,45.73799999999837,31.200000000000173
f_north_wb.39,468.1,23.023999999998217,53.185439999997044,30.400000000000162
f_south_eb.39,468.1,21.046999999998423,48.618569999997895,33.500000000000206
f_south_wb.39,468.1,24.34499999999811,56.2369499999964,22.50000000000005
f_east_ns.10,480.1,1.299000000000001,3.0006899999999948,0.30000000000000004
f_east_sn.10,480.1,1.323000000000001,3.0561299999999942,0.30000000000000004
f_north_eb.40,480.1,21.320999999998417,49.25150999999771,28.10000000000013
f_north_wb.40,480.1,23.08699999999827,53.330969999996846,17.49999999999998
f_south_eb.40,480.1,19.92499999999853,46.0267499999984,37.30000000000026
f_south_wb.40,480.1,23.594999999998198,54.50444999999669,21.10000000000003
f_west_ns.10,480.1,1.258000000000001,2.9059799999999956,0.2
f_west_sn.10,481.7,1.290000000000001,2.979899999999995,0.2
f_north_eb.41,492.1,21.31399999999847,49.23533999999756,16.19999999999996
f_north_wb.41,492.1,22.350999999998358,51.630809999997126,15.89999999999996
f_south_eb.41,492.1,19.5799999999986,45.22979999999845,30.000000000000156
f_south_wb.41,492.1,22.821999999998287,52.71881999999698,19.80000000000001
f_north_eb.42,504.1,20.934999999998542,48.35984999999762,9.499999999999982
f_north_wb.42,504.1,21.592999999998447,49.87982999999742,14.499999999999964
f_south_eb.42,504.1,23.394999999998312,54.04244999999649,0.30000000000000004
f_south_wb.42,504.1,22.070999999998378,50.98400999999727,18.29999999999999
f_north_eb.43,516.1,20.737999999998603,47.90477999999758,0.2
f_north_wb.43,516.1,21.324999999998514,49.260749999997415,6.099999999999994
f_south_eb.43,516.1,22.553999999998403,52.099739999996835,0.2
f_south_wb.43,516.1,22.50699999999841,51.991169999996856,0.30000000000000004
f_east_ns.11,528.1,1.1700000000000008,2.7026999999999974,0.2
f_east_sn.11,528.1,1.219000000000001,2.8158899999999965,0.30000000000000004
f_north_eb.44,528.1,19.889999999998697,45.94589999999793,0.2
f_north_wb.44,528.1,20.824999999998592,48.10574999999755,0.8999999999999999
f_south_eb.44,528.1,23.997999999998097,55.435379999996684,33.400000000000205
f_south_wb.44,528.1,21.6659999999985,50.0484599999972,0.2
f_west_ns.11,528.1,1.290000000000001,2.979899999999995,0.2
f_west_sn.11,528.1,1.330000000000001,3.072299999999994,0.2
f_north_eb.45,540.1,19.04199999999879,43.987019999998274,0.2
f_north_wb.45,540.1,20.569999999998423,47.516699999998245,45.00000000000037
f_south_eb.45,540.1,23.338999999998183,53.91308999999692,30.700000000000166
f_south_wb.45,540.1,20.801999999998596,48.05261999999755,0.2
f_north_eb.46,552.1,20.882999999998457,48.23972999999791,29.900000000000155
f_north_wb.46,552.1,19.92499999999851,46.026749999998465,42.10000000000033
f_south_eb.46,552.1,22.223999999998256,51.33743999999752,41.60000000000032
f_south_wb.46,552.1,21.09199999999844,48.72251999999781,28.400000000000134
f_north_eb.47,564.1,19.711999999998522,45.53471999999858,44.000000000000355
f_north_wb.47,564.1,22.693999999998272,52.42313999999712,26.200000000000102
f_south_eb.47,564.1,21.57199999999834,49.83131999999775,38.80000000000028
f_south_wb.47,564.1,19.01899999999859,43.93388999999889,45.90000000000038
f_east_ns.12,576.1,1.331000000000001,3.074609999999994,0.30000000000000004
f_east_sn.12,576.1,1.290000000000001,2.979899999999995,0.2
f_north_eb.48,576.1,21.384999999998442,49.39934999999759,20.900000000000027
f_north_wb.48,576.1,22.041999999998357,50.91701999999735,23.400000000000063
f_south_eb.48,576.1,21.759999999998385,50.26559999999748,24.00000000000007
f_south_wb.48,576.1,20.6689999999985,47.74538999999794,25.30000000000009
f_west_ns.12,576.1,1.275000000000001,2.9452499999999953,0.30000000000000004
f_west_sn.12,576.5,1.298000000000001,2.9983799999999947,0.2
f_north_eb.49,588.1,20.64899999999853,47.69918999999787,19.300000000000004
f_north_wb.49,588.1,21.296999999998448,49.19606999999763,21.70000000000004
f_south_eb.49,588.1,21.98499999999843,50.78534999999718,8.899999999999984
f_south_wb.49,588.1,22.85899999999837,52.80428999999671,0.30000000000000004
f_north_eb.50,600.1,20.93499999999857,48.359849999997536,3.1000000000000014
f_north_wb.50,600.1,21.814999999998477,50.39264999999716,2.3000000000000007
f_south_eb.50,600.1,22.162999999998448,51.196529999997,0.30000000000000004
f_south_wb.50,600.1,27.962999999997702,64.59452999999505,24.300000000000075
f_north_eb.51,612.1,20.297999999998652,46.88837999999776,0.2
f_north_wb.51,612.1,21.105999999998563,48.75485999999743,0.2
f_south_eb.51,612.1,21.32199999999854,49.25381999999734,0.2
f_south_wb.51,612.1,27.289999999997786,63.03989999999528,21.80000000000004
f_east_ns.13,624.1,1.7640000000000013,4.074839999999992,9.199999999999983
f_east_sn.13,624.1,1.8120000000000014,4.185719999999994,9.199999999999983
f_north_eb.52,624.1,26.523999999997812,61.270439999995666,34.800000000000225
f_north_wb.52,624.1,20.249999999998657,46.77749999999778,0.2
f_south_eb.52,624.1,20.465999999998633,47.27645999999769,0.2
f_south_wb.52,624.1,24.683999999997962,57.020039999996584,46.800000000000395
f_west_ns.13,624.1,1.6110000000000013,3.721409999999988,0.30000000000000004
f_west_sn.13,624.1,1.6850000000000014,3.8923499999999867,0.5
f_north_eb.53,636.1,25.8649999999979,59.7481499999959,32.100000000000186
f_north_wb.53,636.1,19.378999999998754,44.76548999999814,0.30000000000000004
f_south_eb.53,636.1,20.919999999998424,48.32519999999798,36.00000000000024
f_south_wb.53,636.1,24.291999999998033,56.11451999999666,40.400000000000304
f_north_eb.54,648.1,25.120999999997988,58.029509999996186,30.500000000000163
f_north_wb.54,648.1,20.8139999999984,48.080339999998124,43.80000000000035
f_south_eb.54,648.1,23.45399999999818,54.17873999999683,27.800000000000125
f_south_wb.54,648.1,23.554999999998124,54.41204999999694,38.70000000000028
f_north_eb.55,660.1,25.08599999999804,57.948659999996046,19.0
f_north_wb.55,660.1,20.153999999998486,46.55573999999836,41.00000000000031
f_south_eb.55,660.1,22.794999999998268,52.656449999997065,25.100000000000087
f_south_wb.55,660.1,23.223999999998192,53.64743999999697,31.200000000000173
f_east_ns.14,672.1,1.307000000000001,3.0191699999999946,0.30000000000000004
f_north_eb.56,672.1,24.34199999999813,56.23001999999633,17.399999999999977
f_north_wb.56,672.1,20.14599999999854,46.537259999998206,29.000000000000142
f_south_eb.56,672.1,22.63299999999833,52.282229999997,15.299999999999962
f_south_wb.56,672.1,22.76699999999827,52.591769999997084,25.500000000000092
f_west_sn.14,672.1,1.274000000000001,2.9429399999999952,0.2
f_east_sn.14,673.0,1.3950000000000011,3.2224499999999927,0.30000000000000004
f_west_ns.14,674.9,1.5700000000000012,3.626699999999989,0.2
f_north_eb.57,684.1,23.562999999998222,54.43052999999664,16.29999999999996
f_north_wb.57,684.1,19.477999999998627,44.99417999999844,26.200000000000102
f_south_eb.57,684.1,22.372999999998395,51.68162999999699,6.8999999999999915
f_south_wb.57,684.1,23.06699999999831,53.28476999999674,9.099999999999984
f_north_eb.58,696.1,23.118999999998298,53.40488999999673,10.29999999999998
f_north_wb.58,696.1,19.658999999998674,45.41228999999817,11.499999999999975
f_south_eb.58,696.1,21.72699999999848,50.18936999999722,3.900000000000002
f_south_wb.58,696.1,22.834999999998374,52.74884999999672,0.30000000000000004
f_north_eb.59,708.1,22.96199999999836,53.04221999999667,0.2
f_north_wb.59,708.1,19.8749999999987,45.911249999997935,0.30000000000000004
f_south_eb.59,708.1,21.13799999999856,48.828779999997415,0.2
f_south_wb.59,708.1,21.985999999998466,50.78765999999707,0.2
f_east_ns.15,720.1,1.251000000000001,2.8898099999999958,0.30000000000000004
f_east_sn.15,720.1,1.315000000000001,3.0376499999999944,0.30000000000000004
f_north_eb.60,720.1,22.098999999998455,51.04868999999702,0.30000000000000004
f_north_wb.60,720.1,21.622999999998342,49.94912999999771,37.50000000000026
f_south_eb.60,720.1,20.801999999998404,48.05261999999813,43.40000000000035
f_south_wb.60,720.1,21.122999999998562,48.79412999999742,0.30000000000000004
f_west_ns.15,720.1,1.322000000000001,3.053819999999994,0.2
f_west_sn.15,720.1,1.331000000000001,3.074609999999994,0.30000000000000004
f_north_eb.61,732.1,20.495999999998485,47.34575999999811,32.800000000000196
f_north_wb.61,732.1,20.962999999998427,48.424529999997944,34.70000000000022
f_south_eb.61,732.1,22.390999999998243,51.72320999999744,40.70000000000031
f_south_wb.61,732.1,18.866999999998615,43.58276999999893,44.30000000000036
f_north_eb.62,744.1,19.842999999998572,45.83732999999834,29.900000000000155
f_north_wb.62,744.1,20.477999999998502,47.30417999999807,29.400000000000148
f_south_eb.62,744.1,21.744999999998328,50.23094999999766,37.700000000000266
f_south_wb.62,744.1,18.592999999998682,42.94982999999893,36.10000000000024
f_north_eb.63,756.1,18.302999999998697,42.279929999999105,39.9000000000003
f_north_wb.63,756.1,20.731999999998493,47.89091999999791,25.200000000000088
f_south_eb.63,756.1,21.000999999998417,48.512309999997946,36.10000000000024
f_south_wb.63,756.1,18.240999999998703,42.136709999999134,40.1000000000003
f_east_ns.16,768.1,1.362000000000001,3.1462199999999934,0.2
f_east_sn.16,768.1,1.339000000000001,3.093089999999994,0.30000000000000004
f_north_eb.64,768.1,18.258999999998753,42.17828999999897,28.300000000000132
f_north_wb.64,768.1,22.833999999998372,52.74653999999672,0.2
f_south_eb.64,768.1,23.13899999999834,53.4510899999966,0.30000000000000004
f_south_wb.64,768.1,23.617999999998286,54.5575799999964,0.2
f_west_ns.16,768.1,1.362000000000001,3.1462199999999934,0.2
f_west_sn.16,768.1,1.298000000000001,2.9983799999999947,0.2
f_north_eb.65,780.1,20.20499999999865,46.67354999999784,3.700000000000002
f_north_wb.65,780.1,21.978999999998468,50.77148999999707,0.30000000000000004
f_south_eb.65,780.1,22.290999999998434,51.492209999996945,0.30000000000000004
f_south_wb.65,780.1,22.76299999999838,52.58252999999675,0.30000000000000004
f_north_eb.66,792.1,19.60199999999873,45.280619999998045,0.2
f_north_wb.66,792.1,21.13099999999856,48.81260999999742,0.30000000000000004
f_south_eb.66,792.1,21.441999999998526,49.53101999999729,0.2
f_south_wb.66,792.1,21.929999999998472,50.65829999999709,0.2
f_north_eb.67,804.1,18.746999999998824,43.3055699999984,0.30000000000000004
f_north_wb.67,804.1,20.282999999998655,46.85372999999777,0.30000000000000004
f_south_eb.67,804.1,20.59499999999862,47.57444999999764,0.30000000000000004
f_south_wb.67,804.1,21.081999999998565,48.69941999999744,0.2
f_east_ns.17,816.1,1.2340000000000009,2.850539999999996,0.2
f_north_eb.68,816.1,17.890999999998918,41.32820999999875,0.30000000000000004
f_north_wb.68,816.1,23.354999999998135,53.95004999999705,41.100000000000314
f_south_eb.68,816.1,20.420999999998465,47.17250999999823,39.700000000000294
f_south_wb.68,816.1,21.338999999998393,49.29308999999777,33.1000000000002
f_west_sn.17,816.1,1.347000000000001,3.1115699999999937,0.30000000000000004
f_east_sn.17,816.7,1.490000000000001,3.4418999999999906,0.2
f_west_ns.17,816.8,1.322000000000001,3.053819999999994,0.2
f_north_eb.69,828.1,18.283999999998688,42.23603999999914,42.00000000000033
f_north_wb.69,828.1,23.1029999999982,53.36792999999704,32.700000000000195
f_south_eb.69,828.1,20.39299999999852,47.10782999999809,28.10000000000013
f_south_wb.69,828.1,24.4589999999981,56.50028999999634,21.90000000000004
f_north_eb.70,840.1,20.874999999998455,48.22124999999793,30.700000000000166
f_north_wb.70,840.1,22.365999999998287,51.66545999999732,31.00000000000017
f_south_eb.70,840.1,20.784999999998462,48.01334999999797,31.300000000000175
f_south_wb.70,840.1,23.806999999998183,54.99416999999657,19.1
f_north_eb.71,852.1,21.160999999998488,48.88190999999762,16.09999999999996
f_north_wb.71,852.1,22.512999999998335,52.00502999999707,16.89999999999997
f_south_eb.71,852.1,20.146999999998545,46.53956999999819,28.300000000000132
f_south_wb.71,852.1,23.996999999998227,55.4330699999963,4.5
f_east_sn.18,864.1,1.299000000000001,3.0006899999999948,0.30000000000000004
f_north_eb.72,864.1,20.430999999998576,47.19560999999789,14.299999999999965
f_north_wb.72,864.1,22.44199999999839,51.84101999999695,5.799999999999995
f_south_eb.72,864.1,19.45799999999863,44.947979999998445,25.800000000000097
f_south_wb.72,864.1,23.442999999998307,54.15332999999647,0.30000000000000004
f_west_ns.18,864.1,1.299000000000001,3.0006899999999948,0.30000000000000004
f_west_sn.18,864.1,1.2180000000000009,2.8135799999999964,0.2
f_east_ns.18,866.1,1.219000000000001,2.8158899999999965,0.30000000000000004
f_north_eb.73,876.1,19.82699999999866,45.80036999999809,10.699999999999978
f_north_wb.73,876.1,21.865999999998472,50.51045999999714,1.8000000000000005
f_south_eb.73,876.1,19.78599999999867,45.70565999999808,8.999999999999984
f_south_wb.73,876.1,22.601999999998398,52.210619999996815,0.2
f_north_eb.74,888.1,19.721999999998715,45.557819999997996,0.2
f_north_wb.74,888.1,21.809999999998286,50.38109999999774,45.00000000000037
f_south_eb.74,888.1,20.977999999998577,48.45917999999748,0.2
f_south_wb.74,888.1,22.936999999998235,52.98446999999706,28.90000000000014
f_north_eb.75,900.1,18.86699999999881,43.58276999999835,0.30000000000000004
f_north_wb.75,900.1,21.052999999998384,48.632429999998,42.10000000000033
f_south_eb.75,900.1,21.50799999999836,49.683479999997736,35.600000000000236
f_south_wb.75,900.1,20.89199999999839,48.2605199999981,44.40000000000036
f_east_ns.19,912.1,1.298000000000001,2.9983799999999947,0.2
f_east_sn.19,912.1,1.3790000000000011,3.185489999999993,0.30000000000000004
